fiscal_year,health_authority,hospital_name,procedure_group,waiting,completed,completed_50th_percentile,completed_90th_percentile
2023/24,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1200.0,4356.0,4.7,24.0
2023/24,All Health Authorities,All Facilities,Ligament Surgery,99.0,316.0,4.9,30.5
2023/24,All Health Authorities,All Facilities,Lipectomy,60.0,97.0,24.9,55.8
2023/24,All Health Authorities,All Facilities,Lung Surgery,73.0,660.0,2.4,8.2
2023/24,All Health Authorities,All Facilities,Male Reproductive Surgery,1021.0,2525.0,9.0,37.6
2023/24,All Health Authorities,All Facilities,Mastectomy,536.0,4675.0,2.9,7.1
2023/24,All Health Authorities,All Facilities,Mastoidectomy,170.0,261.0,13.1,58.9
2023/24,All Health Authorities,All Facilities,Myringotomy,459.0,1237.0,8.9,25.7
2023/24,All Health Authorities,All Facilities,Nasal Surgery,3368.0,3981.0,20.0,51.0
2023/24,All Health Authorities,All Facilities,Nerve Surgery,359.0,971.0,5.1,36.1
2023/24,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,149.0,334.0,8.6,36.0
2023/24,All Health Authorities,All Facilities,Other Ear Surgery,214.0,259.0,12.1,58.4
2023/24,All Health Authorities,All Facilities,Other Eye Surgery,2381.0,6762.0,5.7,31.7
2023/24,All Health Authorities,All Facilities,Other Joint Reconstruction,1425.0,2430.0,10.1,36.1
2023/24,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2522.0,6583.0,6.4,30.1
2023/24,All Health Authorities,All Facilities,Other Urology Surgery,1140.0,6535.0,4.1,18.9
2023/24,All Health Authorities,All Facilities,Parotidectomy,186.0,406.0,7.6,34.9
2023/24,All Health Authorities,All Facilities,Prostate Surgery,1599.0,6309.0,6.0,24.6
2023/24,All Health Authorities,All Facilities,Rectal Surgery,885.0,1849.0,8.3,33.0
2023/24,All Health Authorities,All Facilities,Rib Resection,25.0,40.0,12.6,27.0
2023/24,All Health Authorities,All Facilities,Scope of Chest,80.0,560.0,5.7,11.1
2023/24,All Health Authorities,All Facilities,Shoulder Surgery,1817.0,3586.0,9.6,35.9
2023/24,All Health Authorities,All Facilities,Shunt Insertion/Removal,6.0,37.0,2.4,8.3
2023/24,All Health Authorities,All Facilities,Sinus Surgery,1681.0,1946.0,20.4,49.1
2023/24,All Health Authorities,All Facilities,Skin Surgery,481.0,983.0,6.1,40.5
2023/24,All Health Authorities,All Facilities,Skin Tumour Removal,1032.0,4326.0,3.6,17.0
2023/24,All Health Authorities,All Facilities,Sphincterotomy,38.0,85.0,5.0,30.3
2023/24,All Health Authorities,All Facilities,Spinal/Back Surgery,1610.0,4049.0,6.0,36.0
2023/24,All Health Authorities,All Facilities,Tendon Surgery,289.0,966.0,3.0,22.6
2023/24,All Health Authorities,All Facilities,Thoracotomy,16.0,154.0,4.0,14.2
2023/24,All Health Authorities,All Facilities,Thyroidectomy,423.0,1355.0,6.0,33.7
2023/24,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,2331.0,3167.0,15.3,35.3
2023/24,All Health Authorities,All Facilities,Tympanoplasty,671.0,681.0,22.9,73.7
2023/24,All Health Authorities,All Facilities,Uterine Surgery,4601.0,16298.0,7.4,30.1
2023/24,All Health Authorities,All Facilities,Vaginal Repair,666.0,1536.0,9.1,37.1
2023/24,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1340.0,1684.0,13.6,63.4
2023/24,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,75.0,490.0,2.6,14.9
2023/24,All Health Authorities,All Facilities,Vascular Surgery - Other,243.0,1785.0,2.9,13.1
2023/24,All Health Authorities,All Facilities,Wound/Laceration Care,316.0,1347.0,2.9,16.6
2024/25,All Health Authorities,All Facilities,Abdominoplasty,90.0,221.0,10.6,45.0
2024/25,All Health Authorities,All Facilities,Aortic Aneurysm Repair,66.0,540.0,3.7,10.0
2024/25,All Health Authorities,All Facilities,Appendectomy,82.0,393.0,5.1,15.5
2024/25,All Health Authorities,All Facilities,Bariatric Surgery,134.0,527.0,7.9,37.6
2024/25,All Health Authorities,All Facilities,Biopsy in OR,380.0,2343.0,3.0,11.9
2024/25,All Health Authorities,All Facilities,Bladder Surgery,925.0,5213.0,3.9,13.0
2024/25,All Health Authorities,All Facilities,Bowel Resection,344.0,2732.0,3.4,11.7
2024/25,All Health Authorities,All Facilities,Breast Biopsy,129.0,1359.0,3.0,8.0
2024/25,All Health Authorities,All Facilities,Breast Reconstruction,434.0,1403.0,5.6,37.7
2024/25,All Health Authorities,All Facilities,Breast Reduction,1917.0,2619.0,12.7,49.4
2024/25,All Health Authorities,All Facilities,CSF Drainage,28.0,93.0,0.9,5.0
2024/25,All Health Authorities,All Facilities,Cataract Surgery,17523.0,79961.0,5.7,22.6
2024/25,All Health Authorities,All Facilities,Cholecystectomy,1351.0,5459.0,5.9,22.6
2024/25,All Health Authorities,All Facilities,Colostomy/Ileostomy,196.0,717.0,5.9,23.9
2024/25,All Health Authorities,All Facilities,Cone Biopsy,63.0,416.0,3.4,9.1
2024/25,All Health Authorities,All Facilities,Cranial Surgery,164.0,1167.0,2.1,13.1
2024/25,All Health Authorities,All Facilities,Cyst/Ganglion Removal,332.0,918.0,8.3,34.1
2024/25,All Health Authorities,All Facilities,D&C and Related Surgery,1121.0,5194.0,4.4,18.4
2024/25,All Health Authorities,All Facilities,Dental Surgery,3779.0,7953.0,8.6,36.0
2024/25,All Health Authorities,All Facilities,Endarterectomy,72.0,802.0,2.1,9.0
2024/25,All Health Authorities,All Facilities,Esophagectomy,36.0,162.0,4.0,18.0
2024/25,All Health Authorities,All Facilities,Examination Under Anaesthetic,421.0,1464.0,4.6,20.9
2024/25,All Health Authorities,All Facilities,Excision Gynecomastia,76.0,127.0,10.7,58.6
2024/25,All Health Authorities,All Facilities,Excision Lesion/Tumour,993.0,3962.0,5.0,19.0
2024/25,All Health Authorities,All Facilities,Facial Bone Reconstruction,324.0,718.0,10.0,39.4
2024/25,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1271.0,3363.0,8.3,29.1
2024/25,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,110.0,313.0,8.1,28.9
2024/25,All Health Authorities,All Facilities,Foot/Ankle Surgery,486.0,702.0,13.0,48.8
2024/25,All Health Authorities,All Facilities,Foreign Body Removal Surgery,38.0,260.0,3.1,15.5
2024/25,All Health Authorities,All Facilities,Fracture Repair,225.0,1880.0,0.7,8.9
2024/25,All Health Authorities,All Facilities,Free Flap Graft,59.0,204.0,4.0,29.5
2024/25,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,28.0,71.0,1.4,6.7
2024/25,All Health Authorities,All Facilities,Hand/Wrist Surgery,579.0,1755.0,6.1,27.0
2024/25,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4711.0,14025.0,8.9,31.1
2024/25,All Health Authorities,All Facilities,Hernia Repair - Hiatal,215.0,408.0,13.9,44.9
2024/25,All Health Authorities,All Facilities,Hip Replacement,5280.0,8518.0,18.6,52.6
2024/25,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,471.0,3296.0,3.6,12.3
2024/25,All Health Authorities,All Facilities,Knee - ACL Repair,962.0,2493.0,8.0,28.1
2024/25,All Health Authorities,All Facilities,Knee - Meniscectomy,579.0,1629.0,8.6,27.0
2024/25,All Health Authorities,All Facilities,Knee Arthroscopy,898.0,2397.0,6.4,27.4
2024/25,All Health Authorities,All Facilities,Knee Replacement,9781.0,12699.0,22.9,56.4
2024/25,All Health Authorities,All Facilities,Laparoscopy,216.0,981.0,5.4,25.9
2024/25,All Health Authorities,All Facilities,Laparotomy,49.0,251.0,3.9,13.0
2024/25,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1347.0,4417.0,4.3,26.9
2024/25,All Health Authorities,All Facilities,Ligament Surgery,82.0,352.0,4.9,22.8
2024/25,All Health Authorities,All Facilities,Lipectomy,101.0,92.0,5.6,51.0
2024/25,All Health Authorities,All Facilities,Lung Surgery,101.0,685.0,2.3,10.1
2024/25,All Health Authorities,All Facilities,Male Reproductive Surgery,937.0,2468.0,9.0,34.6
2024/25,All Health Authorities,All Facilities,Mastectomy,484.0,4760.0,3.0,6.4
2024/25,All Health Authorities,All Facilities,Mastoidectomy,171.0,272.0,13.9,57.7
2024/25,All Health Authorities,All Facilities,Myringotomy,495.0,1164.0,8.6,28.6
2024/25,All Health Authorities,All Facilities,Nasal Surgery,3554.0,4047.0,22.3,53.7
2024/25,All Health Authorities,All Facilities,Nerve Surgery,381.0,1087.0,5.1,32.3
2024/25,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,168.0,405.0,9.3,36.0
2024/25,All Health Authorities,All Facilities,Other Ear Surgery,268.0,276.0,11.1,54.3
2024/25,All Health Authorities,All Facilities,Other Eye Surgery,2165.0,7425.0,5.7,31.0
2024/25,All Health Authorities,All Facilities,Other Joint Reconstruction,1601.0,2528.0,11.4,43.9
2024/25,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2470.0,6588.0,6.9,33.0
2024/25,All Health Authorities,All Facilities,Other Urology Surgery,1241.0,5980.0,4.1,17.4
2024/25,All Health Authorities,All Facilities,Parotidectomy,203.0,424.0,8.6,43.8
2024/25,All Health Authorities,All Facilities,Prostate Surgery,1654.0,6306.0,6.0,24.3
2024/25,All Health Authorities,All Facilities,Rectal Surgery,673.0,1877.0,7.6,35.0
2024/25,All Health Authorities,All Facilities,Rib Resection,31.0,52.0,8.1,30.2
2024/25,All Health Authorities,All Facilities,Scope of Chest,77.0,497.0,4.9,9.6
2024/25,All Health Authorities,All Facilities,Shoulder Surgery,1991.0,3630.0,9.6,36.4
2024/25,All Health Authorities,All Facilities,Shunt Insertion/Removal,,39.0,3.4,9.3
2024/25,All Health Authorities,All Facilities,Sinus Surgery,1678.0,2051.0,18.0,55.9
2024/25,All Health Authorities,All Facilities,Skin Surgery,494.0,1111.0,5.1,39.3
2024/25,All Health Authorities,All Facilities,Skin Tumour Removal,1096.0,4773.0,3.7,19.3
2024/25,All Health Authorities,All Facilities,Sphincterotomy,20.0,95.0,6.6,26.3
2024/25,All Health Authorities,All Facilities,Spinal/Back Surgery,1596.0,4035.0,5.1,24.9
2024/25,All Health Authorities,All Facilities,Tendon Surgery,314.0,1030.0,3.4,22.6
2024/25,All Health Authorities,All Facilities,Thoracotomy,36.0,157.0,4.0,13.8
2024/25,All Health Authorities,All Facilities,Thyroidectomy,412.0,1287.0,5.7,31.5
2024/25,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,2288.0,3472.0,16.9,46.3
2024/25,All Health Authorities,All Facilities,Tympanoplasty,585.0,688.0,24.0,71.8
2024/25,All Health Authorities,All Facilities,Uterine Surgery,4592.0,17189.0,7.4,29.9
2024/25,All Health Authorities,All Facilities,Vaginal Repair,706.0,1551.0,9.9,37.9
2024/25,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1512.0,1760.0,23.6,59.6
2024/25,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,77.0,559.0,2.4,10.1
2024/25,All Health Authorities,All Facilities,Vascular Surgery - Other,254.0,1770.0,2.7,10.1
2024/25,All Health Authorities,All Facilities,Wound/Laceration Care,324.0,1303.0,3.0,21.6
2013/14,All Health Authorities,All Facilities,Hernia Repair - Chest Wall,0.0,,,
2009/10,All Health Authorities,All Facilities,Hernia Repair - Chest Wall,0.0,,,
2010/11,All Health Authorities,All Facilities,Hernia Repair - Chest Wall,0.0,,,
2012/13,All Health Authorities,All Facilities,Hernia Repair - Chest Wall,0.0,,,
2023/24,All Health Authorities,All Facilities,Hernia Repair - Chest Wall,0.0,,,
