fiscal_year,quarter,health_authority,hospital_name,procedure_group,waiting,completed,percentile_comp_50th,percentile_comp_90th
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Thyroidectomy,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Tonsillectomy/Adenoidectomy,131.0,83.0,10.6,32.0
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Tympanoplasty,43.0,12.0,23.6,59.2
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Vaginal Repair,7.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Varicose Veins Ligation/Stripping,,,,
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Vascular Surgery - Other,99.0,81.0,1.4,12.0
2025/26,Q4,Provincial Health Services Authority,BC Children's Hospital,Wound/Laceration Care,49.0,64.0,2.1,7.9
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,All Other Procedures,113.0,111.0,7.9,19.0
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,All Procedures,1353.0,1334.0,6.9,19.3
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Biopsy in OR,8.0,,,
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Bladder Surgery,6.0,8.0,5.1,8.7
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Cone Biopsy,,0.0,,
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Cyst/Ganglion Removal,,,,
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,D&C and Related Surgery,163.0,192.0,1.6,13.8
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Examination Under Anaesthetic,,,,
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Excision Lesion/Tumour,83.0,54.0,11.5,19.2
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Fallopian Tube/Ovarian Surgery,128.0,84.0,11.5,24.5
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Laparoscopy,42.0,12.0,10.4,17.1
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Laparotomy,,,,
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Uterine Surgery,752.0,823.0,7.1,20.1
2025/26,Q4,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Vaginal Repair,45.0,35.0,3.9,16.6
2025/26,Q4,Vancouver Coastal,All Facilities,Abdominoplasty,,0.0,,
2025/26,Q4,Vancouver Coastal,All Facilities,All Other Procedures,641.0,641.0,3.6,15.3
2025/26,Q4,Vancouver Coastal,All Facilities,All Procedures,23482.0,17133.0,5.0,31.0
2025/26,Q4,Vancouver Coastal,All Facilities,Aortic Aneurysm Repair,18.0,32.0,2.9,8.3
2025/26,Q4,Vancouver Coastal,All Facilities,Appendectomy,17.0,21.0,2.6,8.1
2025/26,Q4,Vancouver Coastal,All Facilities,Bariatric Surgery,52.0,106.0,4.6,9.1
2025/26,Q4,Vancouver Coastal,All Facilities,Biopsy in OR,89.0,96.0,4.0,22.7
2025/26,Q4,Vancouver Coastal,All Facilities,Bladder Surgery,194.0,294.0,3.4,11.1
2025/26,Q4,Vancouver Coastal,All Facilities,Bowel Resection,96.0,193.0,3.1,8.9
2025/26,Q4,Vancouver Coastal,All Facilities,Breast Biopsy,41.0,52.0,5.6,12.1
2025/26,Q4,Vancouver Coastal,All Facilities,Breast Reconstruction,99.0,106.0,3.9,12.4
2025/26,Q4,Vancouver Coastal,All Facilities,Breast Reduction,556.0,129.0,14.1,66.1
2025/26,Q4,Vancouver Coastal,All Facilities,CSF Drainage,,11.0,2.1,5.3
2025/26,Q4,Vancouver Coastal,All Facilities,Cataract Surgery,4942.0,4912.0,4.7,22.6
2025/26,Q4,Vancouver Coastal,All Facilities,Cholecystectomy,242.0,190.0,5.4,26.0
2025/26,Q4,Vancouver Coastal,All Facilities,Colostomy/Ileostomy,42.0,44.0,5.6,22.0
2025/26,Q4,Vancouver Coastal,All Facilities,Cone Biopsy,9.0,14.0,3.3,11.7
2025/26,Q4,Vancouver Coastal,All Facilities,Cranial Surgery,105.0,152.0,2.9,30.5
2025/26,Q4,Vancouver Coastal,All Facilities,Cyst/Ganglion Removal,75.0,48.0,7.0,19.6
2025/26,Q4,Vancouver Coastal,All Facilities,D&C and Related Surgery,120.0,161.0,3.6,15.7
2025/26,Q4,Vancouver Coastal,All Facilities,Dental Surgery,382.0,75.0,29.3,87.8
2025/26,Q4,Vancouver Coastal,All Facilities,Endarterectomy,6.0,20.0,1.9,12.9
2025/26,Q4,Vancouver Coastal,All Facilities,Esophagectomy,,6.0,16.4,26.3
2025/26,Q4,Vancouver Coastal,All Facilities,Examination Under Anaesthetic,85.0,62.0,6.1,32.3
2025/26,Q4,Vancouver Coastal,All Facilities,Excision Gynecomastia,22.0,8.0,29.0,68.8
2025/26,Q4,Vancouver Coastal,All Facilities,Excision Lesion/Tumour,422.0,396.0,3.6,21.1
2025/26,Q4,Vancouver Coastal,All Facilities,Facial Bone Reconstruction,128.0,71.0,15.6,49.6
2025/26,Q4,Vancouver Coastal,All Facilities,Fallopian Tube/Ovarian Surgery,91.0,104.0,5.6,18.9
2025/26,Q4,Vancouver Coastal,All Facilities,Fistula Repair - Non Vascular,,,,
2025/26,Q4,Vancouver Coastal,All Facilities,Foot/Ankle Surgery,184.0,78.0,15.0,61.0
2025/26,Q4,Vancouver Coastal,All Facilities,Foreign Body Removal Surgery,,17.0,2.9,13.9
2025/26,Q4,Vancouver Coastal,All Facilities,Fracture Repair,81.0,197.0,0.9,2.3
2025/26,Q4,Vancouver Coastal,All Facilities,Free Flap Graft,35.0,28.0,7.9,26.9
2025/26,Q4,Vancouver Coastal,All Facilities,Hand/Wrist Surgery,131.0,81.0,6.6,46.3
2025/26,Q4,Vancouver Coastal,All Facilities,Hernia Repair - Abdominal,746.0,724.0,7.1,31.6
2025/26,Q4,Vancouver Coastal,All Facilities,Hernia Repair - Hiatal,74.0,18.0,8.7,38.2
2025/26,Q4,Vancouver Coastal,All Facilities,Hip Replacement,1108.0,511.0,12.6,48.3
2025/26,Q4,Vancouver Coastal,All Facilities,Kidney/Bladder Stone Removal,178.0,291.0,4.4,16.1
2025/26,Q4,Vancouver Coastal,All Facilities,Knee - ACL Repair,433.0,207.0,6.0,40.2
2025/26,Q4,Vancouver Coastal,All Facilities,Knee - Meniscectomy,107.0,68.0,6.8,34.3
2025/26,Q4,Vancouver Coastal,All Facilities,Knee Arthroscopy,218.0,111.0,3.9,15.7
2025/26,Q4,Vancouver Coastal,All Facilities,Knee Replacement,1859.0,658.0,15.1,49.9
2025/26,Q4,Vancouver Coastal,All Facilities,Laparoscopy,26.0,53.0,1.3,6.0
2025/26,Q4,Vancouver Coastal,All Facilities,Laparotomy,14.0,18.0,5.1,16.3
2025/26,Q4,Vancouver Coastal,All Facilities,Lens & Vitreous (non-cataract) Surgery,429.0,441.0,2.1,20.9
2025/26,Q4,Vancouver Coastal,All Facilities,Ligament Surgery,58.0,40.0,4.4,24.2
2025/26,Q4,Vancouver Coastal,All Facilities,Lipectomy,120.0,17.0,14.4,59.9
2025/26,Q4,Vancouver Coastal,All Facilities,Lung Surgery,60.0,102.0,1.9,13.1
2025/26,Q4,Vancouver Coastal,All Facilities,Male Reproductive Surgery,271.0,124.0,8.9,29.7
2025/26,Q4,Vancouver Coastal,All Facilities,Mastectomy,144.0,290.0,3.3,6.6
2025/26,Q4,Vancouver Coastal,All Facilities,Mastoidectomy,65.0,32.0,8.2,27.5
2025/26,Q4,Vancouver Coastal,All Facilities,Myringotomy,28.0,22.0,7.3,21.6
2025/26,Q4,Vancouver Coastal,All Facilities,Nasal Surgery,1122.0,287.0,33.7,66.9
2025/26,Q4,Vancouver Coastal,All Facilities,Nerve Surgery,97.0,99.0,4.3,33.4
2025/26,Q4,Vancouver Coastal,All Facilities,Oral Cavity & Pharynx Surgery,13.0,9.0,4.1,10.9
2025/26,Q4,Vancouver Coastal,All Facilities,Other Ear Surgery,212.0,24.0,48.7,70.1
2025/26,Q4,Vancouver Coastal,All Facilities,Other Eye Surgery,1020.0,717.0,6.0,32.1
2025/26,Q4,Vancouver Coastal,All Facilities,Other Joint Reconstruction,320.0,186.0,10.8,41.2
2025/26,Q4,Vancouver Coastal,All Facilities,Other Orthopaedic Surgery,577.0,379.0,4.4,39.5
2025/26,Q4,Vancouver Coastal,All Facilities,Other Urology Surgery,274.0,331.0,4.6,18.9
2025/26,Q4,Vancouver Coastal,All Facilities,Parotidectomy,68.0,33.0,4.3,31.3
2025/26,Q4,Vancouver Coastal,All Facilities,Prostate Surgery,644.0,418.0,8.9,35.2
2025/26,Q4,Vancouver Coastal,All Facilities,Rectal Surgery,165.0,109.0,4.9,25.6
2025/26,Q4,Vancouver Coastal,All Facilities,Scope of Chest,,,,
2025/26,Q4,Vancouver Coastal,All Facilities,Shoulder Surgery,549.0,217.0,7.1,50.5
2025/26,Q4,Vancouver Coastal,All Facilities,Sinus Surgery,900.0,194.0,28.3,96.7
2025/26,Q4,Vancouver Coastal,All Facilities,Skin Surgery,272.0,135.0,3.9,35.5
2025/26,Q4,Vancouver Coastal,All Facilities,Skin Tumour Removal,178.0,152.0,4.2,29.9
2025/26,Q4,Vancouver Coastal,All Facilities,Sphincterotomy,,,,
2025/26,Q4,Vancouver Coastal,All Facilities,Spinal/Back Surgery,607.0,405.0,7.1,26.9
2025/26,Q4,Vancouver Coastal,All Facilities,Tendon Surgery,70.0,70.0,1.4,31.6
2025/26,Q4,Vancouver Coastal,All Facilities,Thoracotomy,15.0,18.0,1.6,16.2
2025/26,Q4,Vancouver Coastal,All Facilities,Thyroidectomy,136.0,107.0,3.4,14.6
2025/26,Q4,Vancouver Coastal,All Facilities,Tonsillectomy/Adenoidectomy,316.0,125.0,19.7,53.6
2025/26,Q4,Vancouver Coastal,All Facilities,Tympanoplasty,227.0,74.0,17.4,56.8
2025/26,Q4,Vancouver Coastal,All Facilities,Uterine Surgery,614.0,716.0,4.1,21.5
2025/26,Q4,Vancouver Coastal,All Facilities,Vaginal Repair,62.0,48.0,3.6,20.8
2025/26,Q4,Vancouver Coastal,All Facilities,Varicose Veins Ligation/Stripping,88.0,37.0,12.9,38.5
2025/26,Q4,Vancouver Coastal,All Facilities,Vascular Bypass Graft - Non Cardiac,8.0,29.0,1.7,6.6
2025/26,Q4,Vancouver Coastal,All Facilities,Vascular Surgery - Other,53.0,76.0,2.6,7.0
2025/26,Q4,Vancouver Coastal,All Facilities,Wound/Laceration Care,11.0,50.0,0.6,3.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Abdominoplasty,,0.0,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,All Other Procedures,25.0,56.0,2.6,10.2
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,All Procedures,3624.0,2651.0,5.6,34.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Appendectomy,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Biopsy in OR,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Bladder Surgery,17.0,55.0,2.0,4.9
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Bowel Resection,14.0,25.0,3.0,9.2
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Breast Biopsy,6.0,0.0,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Breast Reconstruction,11.0,11.0,3.9,23.7
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Breast Reduction,179.0,14.0,39.0,191.2
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Cataract Surgery,812.0,827.0,5.9,23.2
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Cholecystectomy,59.0,47.0,5.1,16.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Colostomy/Ileostomy,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Cone Biopsy,,5.0,2.9,11.3
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Cranial Surgery,,5.0,5.1,7.9
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Cyst/Ganglion Removal,11.0,9.0,12.0,25.9
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,D&C and Related Surgery,36.0,82.0,2.9,10.4
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Dental Surgery,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Examination Under Anaesthetic,,9.0,2.6,7.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Excision Gynecomastia,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Excision Lesion/Tumour,11.0,12.0,9.0,16.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Facial Bone Reconstruction,6.0,7.0,15.9,28.4
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Fallopian Tube/Ovarian Surgery,15.0,23.0,8.0,20.4
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Foot/Ankle Surgery,5.0,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Fracture Repair,16.0,11.0,2.3,4.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Free Flap Graft,,0.0,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Hand/Wrist Surgery,21.0,8.0,9.6,60.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Hernia Repair - Abdominal,117.0,172.0,4.0,24.6
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Hip Replacement,302.0,105.0,27.9,60.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Kidney/Bladder Stone Removal,20.0,61.0,1.7,5.6
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Knee - ACL Repair,32.0,25.0,5.6,26.9
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Knee - Meniscectomy,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Knee Arthroscopy,48.0,37.0,3.9,11.4
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Knee Replacement,566.0,128.0,33.6,61.7
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Laparoscopy,5.0,7.0,6.1,8.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Ligament Surgery,26.0,12.0,5.8,23.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Lipectomy,5.0,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Male Reproductive Surgery,5.0,5.0,1.4,2.0
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Mastectomy,16.0,55.0,2.7,5.4
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Mastoidectomy,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Myringotomy,7.0,10.0,3.1,24.0
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Nasal Surgery,169.0,37.0,53.9,70.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Nerve Surgery,18.0,22.0,4.9,18.1
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Other Ear Surgery,5.0,0.0,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Other Eye Surgery,,5.0,8.0,27.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Other Joint Reconstruction,39.0,24.0,8.6,19.0
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Other Orthopaedic Surgery,113.0,80.0,6.7,47.3
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Other Urology Surgery,20.0,29.0,2.7,12.0
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Parotidectomy,7.0,6.0,4.9,7.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Prostate Surgery,29.0,64.0,3.6,9.8
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Rectal Surgery,12.0,7.0,9.0,42.8
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Shoulder Surgery,71.0,45.0,7.0,31.8
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Sinus Surgery,123.0,30.0,43.4,62.3
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Skin Surgery,8.0,11.0,12.3,24.3
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Skin Tumour Removal,12.0,19.0,3.0,23.8
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Spinal/Back Surgery,322.0,196.0,7.5,26.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Tendon Surgery,,,,
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Thyroidectomy,12.0,12.0,7.2,14.4
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Tonsillectomy/Adenoidectomy,95.0,39.0,33.7,68.3
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Tympanoplasty,41.0,6.0,3.0,11.5
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Uterine Surgery,99.0,157.0,4.1,15.8
2025/26,Q4,Vancouver Coastal,Lions Gate Hospital,Vaginal Repair,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,All Other Procedures,24.0,34.0,5.6,16.7
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,4559.0,4063.0,5.1,30.1
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Appendectomy,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Biopsy in OR,9.0,12.0,4.6,15.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Bladder Surgery,36.0,28.0,2.6,9.4
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Bowel Resection,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Biopsy,30.0,41.0,6.1,13.7
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Reconstruction,29.0,55.0,4.6,12.5
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Reduction,52.0,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Cataract Surgery,2347.0,2511.0,4.9,24.1
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Cholecystectomy,49.0,41.0,7.7,21.0
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Colostomy/Ileostomy,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Cyst/Ganglion Removal,11.0,11.0,7.4,10.0
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Examination Under Anaesthetic,66.0,28.0,23.6,37.2
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Excision Lesion/Tumour,10.0,20.0,25.4,52.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Foreign Body Removal Surgery,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Fracture Repair,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Free Flap Graft,5.0,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Hernia Repair - Abdominal,171.0,174.0,10.7,27.3
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Hernia Repair - Hiatal,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Kidney/Bladder Stone Removal,11.0,34.0,2.9,36.7
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Laparoscopy,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Lens & Vitreous (non-cataract) Surgery,188.0,326.0,2.4,18.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Ligament Surgery,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Lipectomy,7.0,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Male Reproductive Surgery,70.0,31.0,12.9,41.7
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Mastectomy,97.0,160.0,4.0,6.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Mastoidectomy,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Nasal Surgery,372.0,75.0,40.1,67.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Nerve Surgery,10.0,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Other Ear Surgery,5.0,5.0,36.9,54.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Other Eye Surgery,507.0,268.0,5.9,39.6
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Other Urology Surgery,29.0,31.0,6.6,22.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Parotidectomy,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Prostate Surgery,82.0,33.0,9.9,44.2
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Rectal Surgery,53.0,30.0,7.6,19.1
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Sinus Surgery,67.0,20.0,37.9,100.1
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Skin Surgery,79.0,19.0,8.1,40.6
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Skin Tumour Removal,25.0,12.0,7.6,12.6
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Sphincterotomy,,,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Tendon Surgery,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Thyroidectomy,5.0,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Tonsillectomy/Adenoidectomy,92.0,25.0,29.0,45.9
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Vaginal Repair,,0.0,,
2025/26,Q4,Vancouver Coastal,Mount Saint Joseph Hospital,Wound/Laceration Care,,,,
2025/26,Q4,Vancouver Coastal,Richmond Hospital,All Other Procedures,90.0,69.0,5.0,24.0
2025/26,Q4,Vancouver Coastal,Richmond Hospital,All Procedures,3112.0,1668.0,6.4,36.3
2025/26,Q4,Vancouver Coastal,Richmond Hospital,Aortic Aneurysm Repair,,,,
2025/26,Q4,Vancouver Coastal,Richmond Hospital,Appendectomy,,5.0,2.6,3.8
2025/26,Q4,Vancouver Coastal,Richmond Hospital,Bariatric Surgery,52.0,106.0,4.6,9.1
2025/26,Q4,Vancouver Coastal,Richmond Hospital,Bladder Surgery,33.0,52.0,3.7,11.0
